8.98157e-05	-66208796.27	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	2866.35,2866.35,4570.86,5882.01,6964.16,7525.73,7328.34,6470.4,5351.88,4298.14,3457.57,2859.67,2474.38,2250.8,2141.01,2110.3,2135.8,2198.44,2279.36,2360.96,2428.19,2470.22,2481.58,2461.21,2408.74,2325.45,2228.95,2155.87,2155.87,2164.11,2164.11,2164.11
8.77842e-05	-66173040.87	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	1684.05,1684.05,3805.61,5998.78,8319.67,10056.8,10370.7,9156.2,7212.21,5324.06,3862.25,2883.68,2297.94,1983.74,1844.56,1820.44,1877.19,1987,2120.87,2251.06,2353.48,2410.7,2414.62,2364.94,2262.85,2114.92,1958.03,1857.8,1857.8,1903.51,1903.51,1903.51
8.66226e-05	-66161855.77	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	1012.38,1012.38,2824.25,5133.37,8047.23,10706,11753.9,10662.4,8346.47,5949.83,4083.33,2866.74,2170.45,1816.19,1670.52,1657.66,1739.26,1883.82,2055.69,2219.58,2344.2,2406.95,2398.13,2318.78,2172.21,1971.91,1773.39,1663.5,1663.5,1747.69,1747.69,1747.69
8.58895e-05	-66157202.70	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	716.633,716.633,2174.99,4315.63,7400.63,10619.9,12295.6,11487.5,9056.38,6364.6,4229.15,2851.72,2085.58,1709.84,1563.13,1559.24,1659.11,1829.82,2030.78,2220.46,2361.41,2426.6,2405.09,2299.14,2113.87,1870.06,1640.84,1528.66,1528.66,1648,1648,1648
8.53894e-05	-66154785.26	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	597.38,597.38,1795.36,3717.81,6787.58,10327.2,12478.4,11965.4,9535.34,6668.72,4343.25,2846.78,2030.28,1640.35,1493.3,1495.31,1608.27,1798.98,2022.91,2233.29,2387.42,2454.47,2422.4,2294.14,2075.79,1795.23,1542.16,1430.92,1430.92,1581.93,1581.93,1581.93
8.50183e-05	-66153366.30	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	559.573,559.573,1581.14,3306.39,6289.83,10005.4,12498.6,12239.3,9859.11,6892.78,4432.16,2845.68,1991.68,1591.95,1444.65,1450.3,1572.6,1778.81,2021.18,2248.55,2413.84,2483.08,2443.18,2297.1,2050.85,1738.84,1466.54,1357.7,1357.7,1537.43,1537.43,1537.43
8.47268e-05	-66152481.78	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	562.45,562.45,1465.27,3028.09,5907.15,9718.82,12457.1,12401.5,10086.3,7064.77,4505.23,2847.95,1964.55,1557.5,1409.72,1417.19,1545.97,1764.16,2021.33,2262.65,2437.46,2509.31,2464.19,2304.46,2034.89,1695.64,1407.32,1301.48,1301.48,1507.55,1507.55,1507.55
8.44871e-05	-66151912.96	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	585.811,585.811,1408.17,2840.03,5617.12,9480.42,12395.9,12498,10248.5,7199.59,4566.7,2852.49,1945.35,1532.65,1384.14,1392.08,1525.22,1752.66,2021.68,2274.36,2457.23,2531.97,2483.87,2314.14,2025.21,1662.13,1360.08,1257.44,1257.44,1487.91,1487.91,1487.91
8.42832e-05	-66151539.63	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	619.276,619.276,1386.73,2712.42,5397.02,9287.81,12332.4,12553.9,10364.8,7306.55,4619.05,2858.35,1931.75,1514.64,1365.26,1372.7,1508.61,1743.18,2021.67,2283.54,2473.1,2550.83,2501.54,2324.9,2020,1635.85,1321.8,1222.34,1222.34,1475.63,1475.63,1475.63
8.41054e-05	-66151290.44	0,1.48441e-06,3.32049e-06,5.59153e-06,8.40058e-06,1.18751e-05,1.61728e-05,2.14885e-05,2.80636e-05,3.61963e-05,4.62557e-05,5.86982e-05,7.40883e-05,9.31243e-05,0.00011667,0.000145794,0.000181817,0.000226374,0.000281487,0.000349656,0.000433974,0.000538268,0.000667269,0.00082683,0.00102419,0.00126831,0.00157026,0.00194374,0.0024057,0.0029771,0.00368386,0.00455806,inf	653.951,653.951,1386.9,2625.52,5228.88,9134.2,12273.9,12583.8,10447.8,7391.95,4663.96,2864.84,1922.12,1501.62,1351.33,1357.6,1495.08,1735.18,2021.25,2290.46,2485.47,2566.12,2517,2336.01,2018,1615.06,1290.32,1193.97,1193.97,1468.72,1468.72,1468.72
